category,commonMistakes,description,difficulty,equipment,force,gifUrl,id,imageUrl,instructions,isEnriched,mechanic,name,nameHi,nameHindi,nameMarathi,nameMr,overview,primaryMuscles,safetyTips,secondaryMuscles,source,videoUrl
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,expert,other,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Atlas%20Stones.gif,yuhonas_Atlas_Stones,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Atlas_Stones/0.jpg,"Begin with the atlas stone between your feet. Bend at the hips to wrap your arms vertically around the Atlas Stone, attempting to get your fingers underneath the stone. Many stones will have a small flat portion on the bottom, which will make the stone easier to hold.; Pulling the stone into your torso, drive through the back half of your feet to pull the stone from the ground.; As the stone passes the knees, lap it by sitting backward, pulling the stone on top of your thighs.; Sit low, getting the stone high onto your chest as you change your grip to reach over the stone. Stand, driving through with your hips. Close distance to the loading platform, and lean back, extending the hips to get the stone as high as possible.",,compound,Atlas Stones,,Atlas Stones,Atlas Stones,,,lower back,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,abdominals; adductors; biceps; calves; forearms; glutes; hamstrings; middle back; quadriceps; traps,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,intermediate,other,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Axle%20Deadlift.gif,yuhonas_Axle_Deadlift,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Axle_Deadlift/0.jpg,"Approach the bar so that it is centered over your feet. You feet should be about hip width apart. Bend at the hip to grip the bar at shoulder width, allowing your shoulder blades to protract. Typically, you would use an over/under grip.; With your feet and your grip set, take a big breath and then lower your hips and flex the knees until your shins contact the bar. Look forward with your head, keep your chest up and your back arched, and begin driving through the heels to move the weight upward.; After the bar passes the knees, aggressively pull the bar back, pulling your shoulder blades together as you drive your hips forward into the bar.; Lower the bar by bending at the hips and guiding it to the floor.",,compound,Axle Deadlift,,Axle Deadlift,Axle Deadlift,,,lower back,Keep the bar close to your shins; Do not round your lower back; Engage your lats before lifting; Exhale at the top of the movement,forearms; glutes; hamstrings; middle back; quadriceps; traps,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,bands,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Back%20Flyes%20-%20With%20Bands.gif,yuhonas_Back_Flyes_-_With_Bands,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Back_Flyes_-_With_Bands/0.jpg,"Run a band around a stationary post like that of a squat rack.; Grab the band by the handles and stand back so that the tension in the band rises.; Extend and lift the arms straight in front of you. Tip: Your arms should be straight and parallel to the floor while perpendicular to your torso. Your feet should be firmly planted on the floor spread at shoulder width. This will be your starting position.; As you exhale, move your arms to the sides and back. Keep your arms extended and parallel to the floor. Continue the movement until the arms are extended to your sides.; After a pause, go back to the original position as you inhale.; Repeat for the recommended amount of repetitions.",,compound,Back Flyes - With Bands,,Back Flyes - With Bands,Back Flyes - With Bands,,,shoulders,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,middle back; triceps,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,other,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Backward%20Drag.gif,yuhonas_Backward_Drag,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Backward_Drag/0.jpg,"Load a sled with the desired weight, attaching a rope or straps to the sled that you can hold onto.; Begin the exercise by moving backwards for a given distance. Leaning back, extend through the legs for short steps to move as quickly as possible.",,compound,Backward Drag,,Backward Drag,Backward Drag,,,quadriceps,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,calves; forearms; glutes; hamstrings; lower back,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,medicine ball,push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Backward%20Medicine%20Ball%20Throw.gif,yuhonas_Backward_Medicine_Ball_Throw,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Backward_Medicine_Ball_Throw/0.jpg,"This exercise is best done with a partner. If you lack a partner, the ball can be thrown and retrieved or thrown against a wall.; Begin standing a few meters in front of your partner, both facing the same direction. Begin holding the ball between your legs.; Squat down and then forcefully reverse direction, coming to full extension and you toss the ball over your head to your partner.; Your partner can then roll the ball back to you. Repeat for the desired number of repetitions.",,compound,Backward Medicine Ball Throw,,Backward Medicine Ball Throw,Backward Medicine Ball Throw,,,shoulders,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,other,Push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Balance%20Board.gif,yuhonas_Balance_Board,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Balance_Board/0.jpg,Place a balance board in front of you.; Stand up on it and try to balance yourself.; Hold the balance for as long as desired.,,compound,Balance Board,,Balance Board,Balance Board,,,calves,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,hamstrings; quadriceps,yuhonas/free-exercise-db,
Strength,Swinging the body; Using momentum; Not full range of motion,,beginner,exercise ball,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Ball%20Leg%20Curl.gif,yuhonas_Ball_Leg_Curl,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Ball_Leg_Curl/0.jpg,"Begin on the floor laying on your back with your feet on top of the ball.; Position the ball so that when your legs are extended your ankles are on top of the ball. This will be your starting position.; Raise your hips off of the ground, keeping your weight on the shoulder blades and your feet.; Flex the knees, pulling the ball as close to you as you can, contracting the hamstrings.; After a brief pause, return to the starting position.",,isolation,Ball Leg Curl,,Ball Leg Curl,Ball Leg Curl,,,hamstrings,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,calves; glutes,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,other,Push,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Band%20Assisted%20Pull-Up.gif,yuhonas_Band_Assisted_Pull-Up,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Band_Assisted_Pull-Up/0.jpg,"Choke the band around the center of the pullup bar. You can use different bands to provide varying levels of assistance.; Pull the end of the band down, and place one bent knee into the loop, ensuring it won't slip out. Take a medium to wide grip on the bar. This will be your starting position.; Pull yourself upward by contracting the lats as you flex the elbow. The elbow should be driven to your side. Pull to the front, attempting to get your chin over the bar. Avoid swinging or jerking movements.; After a brief pause, return to the starting position.",,compound,Band Assisted Pull-Up,,Band Assisted Pull-Up,Band Assisted Pull-Up,,,lats,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,abdominals; forearms; middle back,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,bands,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Band%20Good%20Morning.gif,yuhonas_Band_Good_Morning,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Band_Good_Morning/0.jpg,"Using a 41 inch band, stand on one end, spreading your feet a small amount. Bend at the hips to loop the end of the band behind your neck. This will be your starting position.; Keeping your legs straight, extend through the hips to come to a near vertical position.; Ensure that you do not round your back as you go down back to the starting position.",,compound,Band Good Morning,,Band Good Morning,Band Good Morning,,,hamstrings,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,glutes; lower back,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,bands,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Band%20Good%20Morning%20(Pull%20Through).gif,yuhonas_Band_Good_Morning_Pull_Through,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Band_Good_Morning_Pull_Through/0.jpg,"Loop the band around a post. Standing a little ways away, loop the opposite end around the neck. Your hands can help hold the band in position.; Begin by bending at the hips, getting your butt back as far as possible. Keep your back flat and bend forward to about 90 degrees. Your knees should be only slightly bent.; Return to the starting position be driving through with the hips to come back to a standing position.",,compound,Band Good Morning (Pull Through),,Band Good Morning (Pull Through),Band Good Morning (Pull Through),,,hamstrings,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,glutes; lower back,yuhonas/free-exercise-db,
Strength,Using weight that is too heavy; Poor breathing technique; Rushing the repetitions,,beginner,bands,pull,https://raw.githubusercontent.com/omercotkd/exercises-gifs/master/exercises/Band%20Hip%20Adductions.gif,yuhonas_Band_Hip_Adductions,https://raw.githubusercontent.com/yuhonas/free-exercise-db/main/exercises/Band_Hip_Adductions/0.jpg,"Anchor a band around a solid post or other object.; Stand with your left side to the post, and put your right foot through the band, getting it around the ankle.; Stand up straight and hold onto the post if needed. This will be your starting position.; Keeping the knee straight, raise your right legs out to the side as far as you can.; Return to the starting position and repeat for the desired rep count.; Switch sides.",,isolation,Band Hip Adductions,,Band Hip Adductions,Band Hip Adductions,,,adductors,Perform the movement in a slow and controlled manner; Stop immediately if you feel any sharp pain; Focus on the mind-muscle connection,,yuhonas/free-exercise-db,
